"TOA5","CR800Series","CR800","36521","CR800.Std.28","CPU:CCSS000544_test.CR8","45334","Table1"
"TIMESTAMP","RECORD","BattV_Avg","PTemp_C_Avg","AirTC_Avg","RH","SlrW_Avg","SlrMJ_Tot","WS_ms_S_WVT","WindDir_D1_WVT","Rain_mm_Tot","BP_mbar_Avg"
"TS","RN","Volts","Deg C","Deg C","%","W/m²","MJ/m²","meters/second","Deg","mm","mbar"
"","","Avg","Avg","Avg","Smp","Avg","Tot","WVc","WVc","Tot","Avg"
"2015-11-26 18:00:00",1,12.84,22.49,9.84,82.6,00.00,00.00,4.079,48.21,0,00.00
"2015-11-26 19:00:00",2,12.76,00.00,8.48,87.1,00.00,00.00,3.44,68.32,0,00.00
"2015-11-26 20:00:00",3,12.75,17.8,7.987,84.9,00.00,00.00,3.11,73.51,0,00.00
"2015-11-26 21:00:00",4,12.74,16.93,8.71,84.3,00.00,00.00,2.856,78.63,0,00.00
"2015-11-26 22:00:00",5,12.74,16.65,8.69,81.9,00.00,00.00,3.007,77.12,0,00.00
"2015-11-26 23:00:00",6,12.74,16.4,9.11,84.6,00.00,00.00,3.671,81.6,0,00.00
"2015-11-27 00:00:00",7,12.74,16.25,9.05,86.3,00.00,00.00,3.668,70.46,0,00.00
"2015-11-27 01:00:00",8,12.73,16.13,8.68,86.8,00.00,00.00,3.97,67.79,0,00.00
"2015-11-27 02:00:00",9,12.73,16.02,9.04,84.6,00.00,00.00,3.881,67.41,0,00.00
"2015-11-27 03:00:00",10,12.73,15.93,9.05,90.2,00.00,00.00,3.852,50.14,0,00.00
"2015-11-27 04:00:00",11,12.72,15.61,8.46,97.2,00.00,00.00,3.691,38.38,0,00.00
"2015-11-27 05:00:00",12,12.72,15.51,8.44,87.3,00.00,00.00,4.819,46.63,0,00.00
"2015-11-27 06:00:00",13,12.72,15.44,8.79,88,00.00,00.00,4.322,51.39,0,00.00
"2015-11-27 07:00:00",14,12.72,15.46,8.25,87.5,00.00,00.00,3.506,65.58,0,00.00
"2015-11-27 08:00:00",15,12.72,15.38,8.07,89.1,00.00,00.00,2.296,49.88,0,00.00
"2015-11-27 09:00:00",16,12.72,15.35,8,80.5,00.00,00.00,2.864,58.17,0,00.00
"2015-11-27 10:00:00",17,12.71,15.3,9.14,73.82,00.00,00.00,2.452,83.3,0,00.00
"2015-11-27 11:00:00",18,12.71,15.4,9.95,69.12,00.00,00.00,2.833,98.7,0,00.00
"2015-11-27 12:00:00",19,12.71,15.49,10.78,70.12,00.00,00.00,2.581,69.59,0,00.00
"2015-11-27 13:00:00",20,12.71,15.52,11.6,65.65,00.00,00.00,4.096,72.61,0,00.00
"2015-11-27 14:00:00",21,12.71,15.66,12.04,67.98,00.00,00.00,4.212,66.89,0,00.00
"2015-11-27 15:00:00",22,12.71,15.8,12.12,67.92,00.00,00.00,4.748,66.27,0,00.00
"2015-11-27 16:00:00",23,12.71,15.87,11.9,69.47,00.00,00.00,5.023,60.23,0,00.00
"2015-11-27 17:00:00",24,12.71,15.91,10.66,73.18,00.00,00.00,4.482,66.38,0,00.00
"2015-11-27 18:00:00",25,12.72,15.89,9.51,74.94,00.00,00.00,1.994,61.02,0,00.00
"2015-11-27 19:00:00",26,12.71,15.84,9.76,78.77,00.00,00.00,2.306,51.87,0,00.00
"2015-11-27 20:00:00",27,12.72,18.37,9.96,81.6,00.00,00.00,2.386,69.6,0,00.00
"2015-11-27 21:00:00",28,12.72,19.13,9.44,88.1,00.00,00.00,2.272,59.51,0,00.00
"2015-11-27 22:00:00",29,12.72,18.96,7.796,93.1,00.00,00.00,2.201,39.77,0,00.00
"2015-11-27 23:00:00",30,12.72,18.78,7.666,88.2,00.00,00.00,1.931,56.41,0,00.00
"2015-11-28 00:00:00",31,12.72,18.45,7.763,89.9,00.00,00.00,1.313,35.78,0,00.00
"2015-11-28 01:00:00",32,12.72,18.37,7.386,92.2,00.00,00.00,1.55,44.07,0,00.00
"2015-11-28 02:00:00",33,12.71,18.33,7.983,87.3,00.00,00.00,1.592,42.1,0,00.00
"2015-11-28 03:00:00",34,12.71,18.25,8.3,83.2,00.00,00.00,0.866,62.14,0,00.00
"2015-11-28 04:00:00",35,12.71,18.24,8.09,83.6,00.00,00.00,1.252,72.1,0,00.00
"2015-11-28 05:00:00",36,12.71,18.14,7.993,85.2,00.00,00.00,1.47,61.08,0,00.00
"2015-11-28 06:00:00",37,12.71,18.08,7.055,89.9,00.00,00.00,1.303,28.11,0,00.00
"2015-11-28 07:00:00",38,12.71,18.01,6.472,93.3,00.00,00.00,2.091,51.01,0,00.00
"2015-11-28 08:00:00",39,12.71,17.91,6.073,94.3,00.00,00.00,2.605,51.2,0,00.00
"2015-11-28 09:00:00",40,13.15,00.00,7.601,88,00.00,00.00,1.881,71.94,0,00.00
"2015-11-28 10:00:00",41,14.44,00.00,13.8,74.75,00.00,00.00,1.324,344.2,0,00.00
"2015-11-28 11:00:00",42,14.05,10.27,8.79,66.51,00.00,00.00,1.858,344,0,494.4
"2015-11-28 18:00:00",43,13.12,10.22,5.532,71.07,1.62,0.0004537142,1.632,291.1,0,351.1
"2015-11-28 19:00:00",44,13.06,10.18,4.466,76.48,0.163,0.0005854651,1.53,284,0,380.2
"2015-11-28 20:00:00",45,13.02,10.12,3.114,78.42,0,0,1.651,287.3,0,378.1
"2015-11-28 21:00:00",46,13,10.08,2.772,74.1,0,0,0.86,318.5,0,377
"2015-11-28 22:00:00",47,12.98,10.05,1.874,84.6,0,0,1.014,248.5,0,376.1
"2015-11-28 23:00:00",48,12.97,10.01,0.668,84.7,0,0,1.654,261.3,0,375.2
"2015-11-29 00:00:00",49,12.96,9.97,1.035,81.9,0,0,1.182,258.4,0,374.4
"2015-11-29 01:00:00",50,12.95,9.93,0.149,93.3,0,0,0.712,243.1,0,373.7
"2015-11-29 02:00:00",51,12.94,9.87,-0.274,96.6,0,0,1.213,191.6,0,373.1
"2015-11-29 03:00:00",52,12.94,9.83,-0.134,91.7,0,0,1.038,235.6,0,372.5
"2015-11-29 04:00:00",53,12.93,9.77,-0.753,95.4,0,0,0.098,31.43,0,371.8
"2015-11-29 05:00:00",54,12.93,9.72,0.274,92.1,0,0,0.403,267.1,0,371.5
"2015-11-29 06:00:00",55,12.92,9.66,0.323,91.4,0,0,1.249,252.1,0,371
"2015-11-29 07:00:00",56,12.92,9.6,0.083,90.2,0,0,0.664,272,0,370.6
"2015-11-29 08:00:00",57,12.91,9.54,0.287,89.4,0.137,0.0004936293,0.818,263.1,0,370.2
"2015-11-29 09:00:00",58,13.47,9.5,0.86,88.1,54.06,0.194619,0.783,241.2,0,370
"2015-11-29 10:00:00",59,14.05,9.55,0.777,91.5,207.2,0.7458943,0.724,98.5,0,370
"2015-11-29 11:00:00",60,14.05,9.6,3.008,81.9,335,1.205945,0.426,86.6,0,370.1
"2015-11-29 12:00:00",61,14.05,9.69,5.307,77.3,437.2,1.573791,0.429,236.5,0,370.4
"2015-11-29 13:00:00",62,14.05,9.76,6.115,73.66,487.1,1.753394,1.148,248.8,0,370.7
"2015-11-29 14:00:00",63,14.05,9.81,7.881,65.62,479.6,1.72665,1.258,234.8,0,370.5
"2015-11-29 15:00:00",64,14.06,9.82,8.99,59.36,417.7,1.503791,1.876,239.7,0,370.2
"2015-11-29 16:00:00",65,14.06,9.82,9.79,55.82,308.3,1.109951,1.677,276.8,0,369.9
"2015-11-29 17:00:00",66,14.06,9.82,9.9,53.68,169.3,0.6093139,1.764,255,0,369.5
"2015-11-29 18:00:00",67,13.78,9.78,8.91,59.5,39.03,0.1404979,0.548,249.5,0,368.9
"2015-11-29 19:00:00",68,13.09,9.68,8.2,63.65,0.16,0.0005774599,0.673,247,0,368.5
"2015-11-29 20:00:00",69,13.04,9.6,7.306,68.35,0,0,0.027,271.5,0,368.2
"2015-11-29 21:00:00",70,13.02,9.57,5.474,75.67,0,0,0.951,52.16,0,367.9
"2015-11-29 22:00:00",71,13,9.55,4.063,84.8,0,0,1.167,67.2,0,367.8
"2015-11-29 23:00:00",72,12.99,9.54,3.239,74.92,0,0,1.818,75.23,0,367.6
"2015-11-30 00:00:00",73,12.98,9.51,3.921,71.28,0,0,2.089,80.1,0,367.4
"2015-11-30 01:00:00",74,12.98,9.49,4.021,76.25,0,0,2.015,82.6,0,367.2
"2015-11-30 02:00:00",75,12.97,9.46,1.786,80.9,0,0,2.124,75.65,0,367
"2015-11-30 03:00:00",76,12.96,9.43,3.032,73.25,0,0,2.073,78.69,0,366.8
"2015-11-30 04:00:00",77,12.96,9.39,3.899,65.97,0,0,1.745,76.01,0,366.6
"2015-11-30 05:00:00",78,12.95,9.35,3.075,65.49,0,0,1.268,67.55,0,366.4
"2015-11-30 06:00:00",79,12.95,9.3,1.618,71.79,0,0,1.156,79.83,0,366.2
"2015-11-30 07:00:00",80,12.94,9.25,-0.101,82.8,0,0,1.414,80.5,0,366
"2015-11-30 08:00:00",81,12.94,9.19,0.149,74.11,0.109,0.0003940315,2.701,79.44,0,365.8
"2015-11-30 09:00:00",82,13.54,9.14,1.374,67.54,46.82,0.168568,2.083,91.9,0,365.7
"2015-11-30 10:00:00",83,14.09,9.19,3.339,67.46,203.5,0.7325914,1.43,92.8,0,365.9
"2015-11-30 11:00:00",84,14.09,9.26,4.758,66.92,348.4,1.254406,1.781,90.4,0,366.2
"2015-11-30 12:00:00",85,14.09,9.34,6.304,65.66,452.9,1.630491,1.649,74.63,0,366.4
"2015-11-30 13:00:00",86,14.09,9.42,9.52,54.46,504.8,1.817369,0.893,86.9,0,366.6
"2015-11-30 14:00:00",87,14.09,9.52,11.78,40.64,498.1,1.793249,0.774,108.2,0,366.8
"2015-11-30 15:00:00",88,14.09,9.56,13.41,35.64,433.1,1.559216,0.407,258.3,0,366.8
"2015-11-30 16:00:00",89,14.09,9.61,14.08,31.79,322.2,1.160038,0.274,256.5,0,366.7
"2015-11-30 17:00:00",90,14.09,9.63,13.95,27.06,178.5,0.6427281,0.178,239.1,0,366.4
"2015-11-30 18:00:00",91,13.83,9.59,12.64,24.64,42.04,0.1513601,0,0,0,365.9
"2015-11-30 19:00:00",92,13.12,9.49,11.11,23.89,0.147,0.0005295112,0.147,187.3,0,365.6
"2015-11-30 20:00:00",93,13.06,9.41,8.2,51.57,0,0,1.296,70.01,0,365.4
"2015-11-30 21:00:00",94,13.04,9.39,6.62,41.76,0,0,1.514,68,0,365.4
"2015-11-30 22:00:00",95,13.02,9.39,6.526,31.18,0,0,1.631,67.12,0,365.3
"2015-11-30 23:00:00",96,13.01,9.37,5.579,29.75,0,0,1.578,66.1,0,365.2
"2015-12-01 00:00:00",97,13,9.36,5.542,34.21,0,0,1.431,85.9,0,365.1
"2015-12-01 01:00:00",98,12.99,9.32,3.968,38.57,0,0,1.584,69.76,0,365
"2015-12-01 02:00:00",99,12.98,9.29,3.309,43.23,0,0,1.54,84.9,0,364.8
"2015-12-01 03:00:00",100,12.98,9.25,3.407,56.91,0,0,1.372,80.1,0,364.7
"2015-12-01 04:00:00",101,12.97,9.2,0.981,46.84,0,0,2.144,72.27,0,364.5
"2015-12-01 05:00:00",102,12.97,9.15,1.381,52.15,0,0,1.918,85,0,364.4
"2015-12-01 06:00:00",103,12.96,9.09,0.532,50.55,0,0,2.492,82,0,364.2
"2015-12-01 07:00:00",104,12.96,9.03,0.137,52.15,0,0,2.864,86.4,0,364.1
"2015-12-01 08:00:00",105,12.96,8.96,0.32,42.31,0.089,0.0003192493,1.726,148.7,0,364
"2015-12-01 09:00:00",106,13.55,8.93,-0.183,51.23,44.36,0.1597109,1.102,246.3,0,364
"2015-12-01 10:00:00",107,14.09,8.96,1.298,53.95,198.6,0.7150294,0.207,333.6,0,364.3
"2015-12-01 11:00:00",108,14.09,9.02,3.501,29.55,344.9,1.24166,1.074,75.35,0,364.4
"2015-12-01 12:00:00",109,14.09,9.1,7.752,32.88,451.5,1.625575,1.654,100.8,0,364.8
"2015-12-01 13:00:00",110,14.09,9.17,9.71,35.74,501.6,1.805728,1.961,83.1,0,364.9
"2015-12-01 14:00:00",111,14.11,9.23,12.32,23.9,494.2,1.778986,2.723,79.52,0,365
"2015-12-01 15:00:00",112,14.09,9.27,14.46,19.54,428.2,1.541695,2.416,98.5,0,365
"2015-12-01 16:00:00",113,14.09,9.31,15.53,29.14,321,1.155633,1.496,112.7,0,364.9
"2015-12-01 17:00:00",114,14.09,9.32,13.57,32.23,175,0.6301224,1.85,231,0,364.8
"2015-12-01 18:00:00",115,13.77,9.27,10.01,41.56,32.77,0.1179767,1.802,264.1,0,364.6
"2015-12-01 19:00:00",116,13.13,9.16,9.21,34.76,0.092,0.0003329985,1.08,269.4,0,364.3
"2015-12-01 20:00:00",117,13.08,9.08,8.9,44.56,0,0,0.796,39.81,0,363.9
"2015-12-01 21:00:00",118,13.05,9.06,6.818,55.89,0,0,1.64,200.8,0,364
"2015-12-01 22:00:00",119,13.03,9.06,5.511,58.44,0,0,0.853,73.45,0,363.9
"2015-12-01 23:00:00",120,13.02,9.06,5.225,58.65,0,0,0.411,147.9,0,363.9
"2015-12-02 00:00:00",121,13.01,9.06,3.918,65.77,0,0,1.269,141.4,0,363.9
"2015-12-02 01:00:00",122,13,9.05,2.557,66.92,0,0,1.159,82.6,0,363.8
"2015-12-02 02:00:00",123,12.99,9.03,3.141,61.75,0,0,0.313,77.66,0,363.7
"2015-12-02 03:00:00",124,12.99,9.01,2.683,62.67,0,0,0.884,64.09,0,363.7
"2015-12-02 04:00:00",125,12.98,8.99,2.485,61.41,0,0,1.321,64.33,0,363.6
"2015-12-02 05:00:00",126,12.98,8.96,2.68,62.09,0,0,1.231,65.39,0,363.5
"2015-12-02 06:00:00",127,12.97,8.93,2.735,62.67,0,0,1.157,71.63,0,363.4
"2015-12-02 07:00:00",128,12.97,8.9,3.695,56.3,0,0,0.489,63,0,363.3
"2015-12-02 08:00:00",129,12.96,8.86,4.453,54.67,0.051,0.0001824282,0.093,268.1,0,363.4
"2015-12-02 09:00:00",130,13.27,8.83,4.09,62.23,28.32,0.1019348,0.052,316.5,0,363.5
"2015-12-02 10:00:00",131,14.09,8.89,4.7,55.52,170.8,0.6149504,0.731,297.4,0,363.8
"2015-12-02 11:00:00",132,14.12,8.96,6.553,52.46,310.5,1.11769,1.079,345.6,0,364.1
"2015-12-02 12:00:00",133,14.12,9.05,8.72,50.11,414.2,1.491193,0.33,72.6,0,364.2
"2015-12-02 13:00:00",134,14.12,9.19,10.58,53,464.1,1.670928,1.316,229.1,0,364.6
"2015-12-02 14:00:00",135,14.12,9.25,11.51,58.96,456.6,1.643783,2.813,239,0,364.7
"2015-12-02 15:00:00",136,14.11,9.26,11.41,58.48,395.5,1.423891,3.564,252.7,0,364.6
"2015-12-02 16:00:00",137,14.09,9.28,11.4,63.38,287.9,1.036283,2.767,236.4,0,364.5
"2015-12-02 17:00:00",138,14.09,9.29,10.91,70.77,152.4,0.5488117,2.577,241.8,0,364.4
"2015-12-02 18:00:00",139,13.68,9.27,8.68,69.1,25.7,0.09252866,1.905,248.1,0,364.2
"2015-12-02 19:00:00",140,13.14,9.18,7.683,66.62,0.12,0.0004319256,0.741,251.8,0,364
"2015-12-02 20:00:00",141,13.08,9.14,7.13,78.6,0,0,0.316,39.23,0,363.8
"2015-12-02 21:00:00",142,13.06,9.13,6.515,76.18,0,0,0.088,197.6,0,363.8
"2015-12-02 22:00:00",143,13.04,9.14,5.979,86.2,0,0,0.917,61.23,0,363.8
"2015-12-02 23:00:00",144,13.03,9.15,5.112,90,0,0,0.949,57.19,0,363.7
"2015-12-03 00:00:00",145,13.02,9.15,4.081,94.2,0,0,1.108,86,0,363.7
"2015-12-03 01:00:00",146,13.01,9.13,4.293,95.9,0,0,1.241,76.6,0,363.7
"2015-12-03 02:00:00",147,13,9.11,4.124,97.6,0,0,1.334,74.21,0,363.6
"2015-12-03 03:00:00",148,12.99,9.1,3.685,98.5,0,0,1.325,85.3,0,363.6
"2015-12-03 04:00:00",149,12.99,9.07,2.578,99.3,0,0,1.953,78.07,0,363.5
"2015-12-03 05:00:00",150,12.98,9.05,2.454,99.3,0,0,2.38,79.11,0,363.5
"2015-12-03 06:00:00",151,12.98,9.02,2.577,98.1,0,0,2.367,81.2,0,363.4
"2015-12-03 07:00:00",152,12.97,8.99,2.773,99.3,0,0,2.13,77.79,0,363.4
"2015-12-03 08:00:00",153,12.97,8.96,2.981,99.1,0.048,0.0001730385,1.714,76.43,0,363.3
"2015-12-03 09:00:00",154,13.44,8.93,3.153,94.8,36.9,0.1328493,1.951,80.5,0,363.3
"2015-12-03 10:00:00",155,14.09,8.97,3.902,90.4,199.3,0.717358,1.888,76.01,0,363.6
"2015-12-03 11:00:00",156,14.12,9.02,6.711,83.4,314.5,1.132278,1.937,101.9,0,363.9
"2015-12-03 12:00:00",157,14.12,9.11,8.77,75.13,389.1,1.400731,1.531,115.6,0,364.2
"2015-12-03 13:00:00",158,14.12,9.2,10.14,67.26,391.9,1.411006,0.792,128.2,0,364.4
"2015-12-03 14:00:00",159,14.12,9.29,11.45,60.28,454.7,1.63697,0.726,245.7,0,364.7
"2015-12-03 15:00:00",160,14.12,9.36,12.36,56.64,416.7,1.500283,1.379,235.5,0,364.8
"2015-12-03 16:00:00",161,14.12,9.38,12.93,52.59,314.3,1.131326,1.799,250.6,0,364.7
"2015-12-03 17:00:00",162,14.12,9.39,13.12,55.38,166.1,0.5979983,0.79,240.1,0,364.5
"2015-12-03 18:00:00",163,13.83,9.37,11.56,60.69,30.89,0.1111873,0.027,219.2,0,364.2
"2015-12-03 19:00:00",164,13.18,9.3,10.41,67.64,0.088,0.0003155605,0.623,79.85,0,364.2
"2015-12-03 20:00:00",165,13.1,9.27,8.69,67.19,0,0,1.344,73.92,0,363.9
"2015-12-03 21:00:00",166,13.07,9.26,7.446,77.88,0,0,1.688,81.1,0,364
"2015-12-03 22:00:00",167,13.05,9.28,6.297,73.83,0,0,2.198,83.3,0,364
"2015-12-03 23:00:00",168,13.03,9.28,6.342,70.8,0,0,2.097,85.3,0,364
"2015-12-04 00:00:00",169,13.02,9.28,6.291,66.72,0,0,2.32,83.7,0,364
"2015-12-04 01:00:00",170,13.01,9.28,6.857,63.96,0,0,1.938,81.4,0,364
"2015-12-04 02:00:00",171,13.01,9.28,7.443,66.72,0,0,1.34,71.87,0,364
"2015-12-04 03:00:00",172,13,9.28,7.514,68.9,0,0,0.764,77.55,0,363.9
"2015-12-04 04:00:00",173,12.99,9.28,6.624,71.04,0,0,0.938,82.2,0,364
"2015-12-04 05:00:00",174,12.99,9.26,5.513,82.2,0,0,1.107,88.4,0,363.9
"2015-12-04 06:00:00",175,12.98,9.24,4.668,84.2,0,0,1.515,73.15,0,363.9
"2015-12-04 07:00:00",176,12.98,9.21,3.814,82.6,0,0,1.89,76.81,0,363.8
"2015-12-04 08:00:00",177,12.98,9.18,4.017,86.2,0.064,0.0002287059,1.643,73.72,0,363.8
"2015-12-04 09:00:00",178,13.43,9.15,4.677,82,33.59,0.1209224,1.481,83.8,0,363.8
"2015-12-04 10:00:00",179,14.09,9.22,4.88,77.78,110.2,0.3965898,1.63,79.1,0,364.1
"2015-12-04 11:00:00",180,14.09,9.25,5.383,74.34,126.2,0.4542633,1.444,73.43,0,364.1
"2015-12-04 12:00:00",181,14.09,9.27,7.554,64.13,190.8,0.6869391,1.383,66.11,0,364.3
"2015-12-04 13:00:00",182,14.09,9.32,9.58,55.96,348.2,1.253579,0.756,53,0,364.6
"2015-12-04 14:00:00",183,14.09,9.44,12.35,51.87,409.2,1.473251,0.577,66.52,0,365
"2015-12-04 15:00:00",184,14.09,9.5,12.88,49.35,224.6,0.8086891,0.025,18.18,0,364.9
"2015-12-04 16:00:00",185,14.09,9.49,12.75,52.96,125.9,0.4533823,0.161,171.2,0,364.7
"2015-12-04 17:00:00",186,14.09,9.47,12.12,56.5,72.63,0.2614816,0,0,0,364.7
"2015-12-04 18:00:00",187,13.62,9.45,11.07,54.56,16.02,0.05765835,0.033,339.6,0,364.8
"2015-12-04 19:00:00",188,13.17,9.4,10.92,56.13,0.063,0.0002276999,0.111,185.3,0,364.4
"2015-12-04 20:00:00",189,13.1,9.37,9.81,72.3,0,0,0.632,101,0,364.4
"2015-12-04 21:00:00",190,13.07,9.37,8.37,73.18,0,0,1.217,62.84,0,364.3
"2015-12-04 22:00:00",191,13.05,9.37,7.735,68.76,0,0,1.116,55.93,0,364.4
"2015-12-04 23:00:00",192,13.04,9.37,8.17,72.09,0,0,1.086,49.06,0,364.4
"2015-12-05 00:00:00",193,13.03,9.37,6.412,74.24,0,0,1.581,75.18,0,364.4
"2015-12-05 01:00:00",194,13.02,9.37,6.693,77.13,0,0,1.603,86.1,0,364.4
"2015-12-05 02:00:00",195,13.01,9.36,5.684,80.9,0,0,2.294,83.8,0,364.4
"2015-12-05 03:00:00",196,13,9.33,5.366,79,0,0,2.295,84.8,0,364.3
"2015-12-05 04:00:00",197,13,9.32,4.49,76.35,0,0,1.998,82.8,0,364.3
"2015-12-05 05:00:00",198,12.99,9.29,5.788,75.77,0,0,1.779,76.59,0,364.3
"2015-12-05 06:00:00",199,12.99,9.27,4.708,81.7,0,0,1.826,83.8,0,364.2
"2015-12-05 07:00:00",200,12.98,9.24,3.438,86.7,0,0,1.857,92.8,0,364.2
"2015-12-05 08:00:00",201,12.98,9.21,3.077,88.6,0.03,0.0001079814,2.275,81.2,0,364.2
"2015-12-05 09:00:00",202,13.41,9.18,4.161,83,26.28,0.09459737,1.91,84.1,0,364.2
"2015-12-05 10:00:00",203,14.09,9.23,4.951,77.78,166.4,0.5989889,1.791,79.97,0,364.5
"2015-12-05 11:00:00",204,14.09,9.28,7.52,65.83,308,1.108945,1.862,73.99,0,364.8
"2015-12-05 12:00:00",205,14.09,9.36,9.98,59.02,411.6,1.48175,1.221,92.3,0,365.2
"2015-12-05 13:00:00",206,14.09,9.49,12.43,52.79,463.3,1.667895,0.596,150.6,0,365.5
"2015-12-05 14:00:00",207,14.09,9.6,13.82,42.48,457.3,1.646388,0.995,206.9,0,365.8
"2015-12-05 15:00:00",208,14.09,9.65,14.17,45.03,398.1,1.433336,1.569,233.6,0,365.8
"2015-12-05 16:00:00",209,14.09,9.68,14.44,47.07,292.3,1.05229,2.059,261.1,0,365.7
"2015-12-05 17:00:00",210,14.09,9.67,13.95,53.37,157.2,0.5658092,1.894,267.4,0,365.6
"2015-12-05 18:00:00",211,13.85,9.62,12.07,56.26,32.02,0.1152559,0.821,281.8,0,365.3
"2015-12-05 19:00:00",212,13.22,9.56,10.88,59.02,0.125,0.0004486929,0.825,296.7,0,365.2
"2015-12-05 20:00:00",213,13.12,9.53,9.98,63.89,0,0,0.303,37.71,0,365.2
"2015-12-05 21:00:00",214,13.08,9.52,8.42,68.35,0,0,1.271,67.09,0,365
"2015-12-05 22:00:00",215,13.06,9.54,8.85,72.98,0,0,0.552,106.2,0,365.1
"2015-12-05 23:00:00",216,13.04,9.55,6.885,72.91,0,0,1.481,71.26,0,365.1
"2015-12-06 00:00:00",217,13.03,9.57,7.67,71.75,0,0,1.902,83.6,0,365.1
"2015-12-06 01:00:00",218,13.02,9.59,7.345,68.55,0,0,1.973,74.05,0,365.2
"2015-12-06 02:00:00",219,13.01,9.59,8.04,73.52,0,0,2.127,80.2,0,365.2
"2015-12-06 03:00:00",220,13.01,9.58,6.759,71.24,0,0,1.802,87.3,0,365.2
"2015-12-06 04:00:00",221,13,9.55,7.13,70.39,0,0,1.74,84.7,0,365.1
"2015-12-06 05:00:00",222,13,9.52,7.339,72.77,0,0,1.223,90.3,0,365.1
"2015-12-06 06:00:00",223,12.99,9.5,4.895,79.51,0,0,1.302,88.5,0,365
"2015-12-06 07:00:00",224,12.98,9.46,3.979,89.2,0,0,2.247,84.4,0,365
"2015-12-06 08:00:00",225,12.98,9.43,3.808,82.3,0.034,0.0001213952,3.025,82.6,0,364.9
"2015-12-06 09:00:00",226,13.28,9.4,4.037,79.99,22.29,0.08023152,2.422,88.2,0,365
"2015-12-06 10:00:00",227,14.09,9.44,6.054,75.36,167.8,0.6041512,2.751,81.8,0,365.2
"2015-12-06 11:00:00",228,14.09,9.5,8.06,69.03,305.5,1.099913,2.962,82.2,0,365.6
"2015-12-06 12:00:00",229,14.09,9.57,10.42,60.55,409.2,1.473229,3.292,77.36,0,365.9
"2015-12-06 13:00:00",230,14.09,9.65,12.55,52.15,461.2,1.660312,2.45,77.53,0,366.2
"2015-12-06 14:00:00",231,14.09,9.77,14.37,44.93,458.3,1.649807,1.042,119.8,0,366.5
"2015-12-06 15:00:00",232,14.09,9.85,15.24,41.29,401.3,1.444664,0.754,147.7,0,366.6
"2015-12-06 16:00:00",233,14.09,9.91,15.41,39.31,294,1.058299,0.674,131.3,0,366.4
"2015-12-06 17:00:00",234,14.09,9.92,15.01,46.12,156.7,0.5642743,0.45,142.9,0,366.2
"2015-12-06 18:00:00",235,13.84,9.85,13.64,48.88,30.92,0.1112995,0.17,115.1,0,365.9
"2015-12-06 19:00:00",236,13.23,9.78,11.15,62.7,0.085,0.0003058198,0.995,49.98,0,365.8
"2015-12-06 20:00:00",237,13.13,9.74,9.1,70.93,0,0,1.655,59.16,0,365.8
"2015-12-06 21:00:00",238,13.09,9.73,8.78,69.13,0,0,3.439,78.19,0,365.9
"2015-12-06 22:00:00",239,13.06,9.75,8.15,70.93,0,0,3.204,75.03,0,365.9
"2015-12-06 23:00:00",240,13.05,9.75,7.039,73.35,0,0,2.504,63.45,0,365.9
"2015-12-07 00:00:00",241,13.03,9.73,6.498,76,0,0,2.687,76.55,0,365.9
"2015-12-07 01:00:00",242,13.03,9.73,6.654,75.63,0,0,4.093,77.01,0,365.9
"2015-12-07 02:00:00",243,13.02,9.71,6.403,74.3,0,0,2.969,74.98,0,365.8
"2015-12-07 03:00:00",244,13.01,9.69,6.019,79.99,0,0,2.99,80.6,0,365.8
"2015-12-07 04:00:00",245,13,9.66,5.474,80.7,0,0,2.489,71.07,0,365.7
"2015-12-07 05:00:00",246,13,9.63,5.094,83.7,0,0,2.415,79.08,0,365.7
"2015-12-07 06:00:00",247,12.99,9.59,4.87,86.1,0,0,3.526,78.23,0,365.6
"2015-12-07 07:00:00",248,12.99,9.56,4.594,91.9,0,0,3.252,69.23,0,365.6
"2015-12-07 08:00:00",249,12.98,9.52,4.172,93.7,0.038,0.0001371565,3.405,70.13,0,365.5
"2015-12-07 09:00:00",250,13.39,9.5,4.253,94.9,31.13,0.1120816,4.103,73.97,0,365.6
"2015-12-07 10:00:00",251,14.01,9.52,4.883,93.8,73.53,0.2646947,3.612,75.62,0,365.8
"2015-12-07 11:00:00",252,14.09,9.54,5.922,88.8,155.8,0.5610332,2.852,74.07,0,365.9
"2015-12-07 12:00:00",253,14.09,9.56,7.325,83,221.7,0.7980149,3.122,83.3,0,366.1
"2015-12-07 13:00:00",254,14.09,9.6,8.35,79.07,258.9,0.9320737,3.17,91.5,0,366.3
"2015-12-07 14:00:00",255,14.09,9.63,9.48,68.21,257,0.9252513,1.654,140.7,0,366.4
"2015-12-07 15:00:00",256,14.09,9.64,9.88,68.82,228.8,0.8237065,1.873,211.2,0,366.5
"2015-12-07 16:00:00",257,14.09,9.65,9.73,71.75,106.9,0.384683,2.098,254.9,0,366.4
"2015-12-07 17:00:00",258,13.96,9.63,8.96,77.37,41.7,0.1501317,0.744,273.7,0,366.3
"2015-12-07 18:00:00",259,13.37,9.59,8.33,76.07,5.784,0.02082276,0,0,0,366.2
"2015-12-07 19:00:00",260,13.18,9.54,8.25,75.43,0.023,8.450708E-005,0.012,118.5,0,366
"2015-12-07 20:00:00",261,13.11,9.52,7.81,85.3,0,0,0.684,73.2,0,366
